cement,blast_furnace_slag,fly_ash,water,superplasticizer,coarse_aggregate,fine_aggregate,age,concrete_compressive_strength
158.60000610351562,148.89999389648438,116.0,175.10000610351562,15.0,953.2999877929688,719.7000122070312,28,27.68000030517578
424.0,22.0,132.0,178.0,8.5,822.0,750.0,28,62.04999923706055
275.1000061035156,0.0,121.4000015258789,159.5,9.899999618530273,1053.5999755859375,777.5,3,23.799999237060547
252.0,97.0,76.0,194.0,8.0,835.0,821.0,28,33.400001525878906
168.89999389648438,42.20000076293945,124.30000305175781,158.3000030517578,10.800000190734863,1080.800048828125,796.2000122070312,3,7.400000095367432
181.39999389648438,0.0,167.0,169.60000610351562,7.599999904632568,1055.5999755859375,777.7999877929688,28,27.770000457763672
154.8000030517578,183.39999389648438,0.0,193.3000030517578,9.100000381469727,1047.4000244140625,696.7000122070312,28,18.290000915527344
178.0,129.8000030517578,118.5999984741211,179.89999389648438,3.5999999046325684,1007.2999877929688,746.7999877929688,56,48.59000015258789
212.0,141.3000030517578,0.0,203.5,0.0,973.4000244140625,750.0,90,39.70000076293945
102.0,153.0,0.0,192.0,0.0,887.0,942.0,3,4.570000171661377
134.6999969482422,0.0,165.6999969482422,180.1999969482422,10.0,961.0,804.9000244140625,28,13.289999961853027
251.39999389648438,0.0,118.30000305175781,188.5,5.800000190734863,1028.4000244140625,757.7000122070312,56,36.970001220703125
350.0,0.0,0.0,203.0,0.0,974.0,775.0,14,22.530000686645508
362.6000061035156,189.0,0.0,164.89999389648438,11.600000381469727,944.7000122070312,755.7999877929688,28,71.30000305175781
491.0,26.0,123.0,210.0,3.9000000953674316,882.0,699.0,3,25.610000610351562
275.0,180.0,120.0,162.0,10.399999618530273,830.0,765.0,28,76.23999786376953
359.0,19.0,141.0,154.0,10.899999618530273,942.0,801.0,28,62.939998626708984
238.0,0.0,0.0,185.0,0.0,1118.0,789.0,28,17.540000915527344
313.29998779296875,145.0,0.0,178.5,8.0,1001.9000244140625,688.7000122070312,28,41.04999923706055
290.20001220703125,193.5,0.0,185.6999969482422,0.0,998.2000122070312,704.2999877929688,7,21.860000610351562
213.8000030517578,98.0999984741211,24.5,181.6999969482422,6.699999809265137,1066.0,785.5,56,47.130001068115234
153.60000610351562,144.1999969482422,112.30000305175781,220.10000610351562,10.100000381469727,923.2000122070312,657.9000244140625,28,16.5
190.3000030517578,0.0,125.19999694824219,161.89999389648438,9.899999618530273,1088.0999755859375,802.5999755859375,14,22.719999313354492
143.0,169.0,143.0,191.0,8.0,967.0,643.0,28,29.719999313354492
238.10000610351562,0.0,94.0999984741211,186.6999969482422,7.0,949.9000244140625,847.0,3,19.93000030517578
158.8000030517578,238.1999969482422,0.0,185.6999969482422,0.0,1040.5999755859375,734.2999877929688,7,9.619999885559082
374.0,0.0,0.0,190.0,7.0,1013.0,730.0,28,39.04999923706055
288.0,121.0,0.0,177.0,7.0,908.0,829.0,28,42.130001068115234
192.0,288.0,0.0,192.0,0.0,929.7999877929688,716.0999755859375,28,39.31999969482422
307.0,0.0,0.0,193.0,0.0,968.0,812.0,180,34.4900016784668
388.6000061035156,97.0999984741211,0.0,157.89999389648438,12.100000381469727,852.0999755859375,925.7000122070312,3,28.100000381469727
475.0,0.0,0.0,228.0,0.0,932.0,594.0,7,38.599998474121094
173.5,50.099998474121094,173.5,164.8000030517578,6.5,1006.2000122070312,793.5,56,53.77000045776367
182.0,45.20000076293945,122.0,170.1999969482422,8.199999809265137,1059.4000244140625,780.7000122070312,3,7.320000171661377
380.0,95.0,0.0,228.0,0.0,932.0,594.0,7,32.81999969482422
305.29998779296875,203.5,0.0,203.5,0.0,965.4000244140625,631.0,28,43.380001068115234
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,270,55.15999984741211
139.6999969482422,163.89999389648438,127.69999694824219,236.6999969482422,5.800000190734863,868.5999755859375,655.5999755859375,28,35.22999954223633
425.0,106.30000305175781,0.0,151.39999389648438,18.600000381469727,936.0,803.7000122070312,91,66.69999694824219
159.0,209.0,161.0,201.0,7.0,848.0,669.0,28,30.8799991607666
286.29998779296875,200.89999389648438,0.0,144.6999969482422,11.199999809265137,1004.5999755859375,803.7000122070312,91,76.80000305175781
153.0,102.0,0.0,192.0,0.0,888.0,943.0999755859375,28,17.959999084472656
342.0,38.0,0.0,228.0,0.0,932.0,670.0,270,55.060001373291016
425.0,106.30000305175781,0.0,153.5,16.5,852.0999755859375,887.0999755859375,56,64.30000305175781
255.3000030517578,98.80000305175781,77.0,188.60000610351562,6.5,919.0,749.2999877929688,28,33.79999923706055
213.5,0.0,174.1999969482422,154.60000610351562,11.699999809265137,1052.300048828125,775.5,28,45.939998626708984
321.0,0.0,128.0,182.0,11.0,870.0,780.0,28,37.2599983215332
190.3000030517578,0.0,125.19999694824219,166.60000610351562,9.899999618530273,1079.0,798.9000244140625,28,24.850000381469727
213.6999969482422,0.0,174.6999969482422,154.8000030517578,10.199999809265137,1053.5,776.4000244140625,28,40.150001525878906
212.5,0.0,100.4000015258789,159.3000030517578,8.699999809265137,1007.7999877929688,903.5999755859375,3,13.539999961853027
236.0,157.0,0.0,192.0,0.0,972.5999755859375,749.0999755859375,28,32.880001068115234
213.6999969482422,0.0,174.6999969482422,154.8000030517578,10.199999809265137,1053.5,776.4000244140625,3,17.56999969482422
166.10000610351562,0.0,163.3000030517578,176.5,4.5,1058.5999755859375,780.0999755859375,28,21.540000915527344
213.8000030517578,98.0999984741211,24.5,181.6999969482422,6.699999809265137,1066.0,785.5,14,17.84000015258789
333.0,0.0,0.0,192.0,0.0,931.2000122070312,842.5999755859375,7,23.399999618530273
491.0,26.0,123.0,210.0,3.9000000953674316,882.0,699.0,28,55.54999923706055
186.1999969482422,124.0999984741211,0.0,185.6999969482422,0.0,1083.4000244140625,764.2999877929688,28,17.600000381469727
296.0,0.0,106.69999694824219,221.39999389648438,10.5,819.2000122070312,778.4000244140625,28,31.420000076293945
250.0,0.0,95.69999694824219,187.39999389648438,5.5,956.9000244140625,861.2000122070312,3,13.819999694824219
366.0,187.0,0.0,191.3000030517578,6.599999904632568,824.2999877929688,756.9000244140625,28,65.91000366210938
315.0,137.0,0.0,145.0,5.900000095367432,1130.0,745.0,28,81.75
313.29998779296875,262.20001220703125,0.0,175.5,8.600000381469727,1046.9000244140625,611.7999877929688,3,28.799999237060547
313.29998779296875,262.20001220703125,0.0,175.5,8.600000381469727,1046.9000244140625,611.7999877929688,7,42.79999923706055
475.0,0.0,0.0,228.0,0.0,932.0,594.0,270,42.130001068115234
212.60000610351562,0.0,100.4000015258789,159.39999389648438,10.399999618530273,1003.7999877929688,903.7999877929688,3,13.329999923706055
212.10000610351562,0.0,121.5999984741211,180.3000030517578,5.699999809265137,1057.5999755859375,779.2999877929688,3,12.470000267028809
218.1999969482422,54.599998474121094,123.80000305175781,140.8000030517578,11.899999618530273,1075.699951171875,792.7000122070312,3,27.420000076293945
339.0,0.0,0.0,197.0,0.0,968.0,781.0,28,32.040000915527344
160.0,128.0,122.0,182.0,6.400000095367432,824.0,879.0,28,39.400001525878906
425.0,106.30000305175781,0.0,153.5,16.5,852.0999755859375,887.0999755859375,3,33.400001525878906
323.70001220703125,282.79998779296875,0.0,183.8000030517578,10.300000190734863,942.7000122070312,659.9000244140625,3,28.299999237060547
249.10000610351562,0.0,98.80000305175781,158.10000610351562,12.800000190734863,987.7999877929688,889.0,3,15.359999656677246
401.79998779296875,94.69999694824219,0.0,147.39999389648438,11.399999618530273,946.7999877929688,852.0999755859375,3,41.099998474121094
299.79998779296875,0.0,119.80000305175781,211.5,9.899999618530273,878.2000122070312,727.5999755859375,28,23.84000015258789
200.0,133.0,0.0,192.0,0.0,965.4000244140625,806.2000122070312,90,43.25
480.0,0.0,0.0,192.0,0.0,936.2000122070312,712.2000122070312,7,34.56999969482422
255.0,0.0,0.0,192.0,0.0,889.7999877929688,945.0,7,10.220000267028809
397.0,0.0,0.0,185.0,0.0,1040.0,734.0,28,39.09000015258789
250.0,0.0,95.69999694824219,191.8000030517578,5.300000190734863,948.9000244140625,857.2000122070312,14,24.65999984741211
295.70001220703125,0.0,95.5999984741211,171.5,8.899999618530273,955.0999755859375,859.2000122070312,3,22.950000762939453
266.0,114.0,0.0,228.0,0.0,932.0,670.0,90,47.029998779296875
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,7,18.1299991607666
318.79998779296875,212.5,0.0,155.6999969482422,14.300000190734863,852.0999755859375,880.4000244140625,7,33.400001525878906
375.0,93.80000305175781,0.0,126.5999984741211,23.399999618530273,852.0999755859375,992.5999755859375,7,45.70000076293945
168.89999389648438,42.20000076293945,124.30000305175781,158.3000030517578,10.800000190734863,1080.800048828125,796.2000122070312,28,31.1200008392334
178.0,129.8000030517578,118.5999984741211,179.89999389648438,3.5999999046325684,1007.2999877929688,746.7999877929688,3,20.729999542236328
165.0,0.0,143.60000610351562,163.8000030517578,0.0,1005.5999755859375,900.9000244140625,56,36.560001373291016
155.0,0.0,143.0,193.0,9.0,1047.0,697.0,28,12.460000038146973
251.39999389648438,0.0,118.30000305175781,188.5,6.400000095367432,1028.4000244140625,757.7000122070312,28,32.65999984741211
